antecedents,consequents,antecedent_names,consequent_names,support,confidence,lift,conviction,antecedent_len,consequent_len
"['spotify:track:0i5el041vd6nxrGEU8QRxy', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ'],"['Cruise', ""That's My Kind Of Night""]",['Drunk On You'],0.0027940055880111762,0.5641025641025642,48.81036911806143,2.267604476385424,2,1
['spotify:track:7990Xs9HQx7FXVIDVPEwj9'],['spotify:track:7o2CTH4ctstm8TNelqjb51'],['Rock And Roll All Nite'],"[""Sweet Child O' Mine""]",0.0027940055880111762,0.5641025641025642,41.903241412675385,2.263234173527171,1,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],"['House Party', 'Chicken Fried']",['Die A Happy Man'],0.0027940055880111762,0.5641025641025642,34.974358974358985,2.2571157495256173,2,1
"['spotify:track:0H04yVa3DJxoXbLBpAb7iV', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:2Fk0WwAqTBesLtKg97nojy'],"[""I'm Comin' Over"", 'Die A Happy Man']",['Crash And Burn'],0.0027940055880111762,0.5641025641025642,50.47435897435898,2.2684785369570744,2,1
"['spotify:track:0H04yVa3DJxoXbLBpAb7iV', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"[""I'm Comin' Over"", 'Die A Happy Man']",['House Party'],0.0027940055880111762,0.5641025641025642,39.30746539596098,2.2611946988599865,2,1
"['spotify:track:2TR7A4ulH9R1PNwMyd8o8U', 'spotify:track:7nDoBWDvf02SyD8kEQuuPO']",['spotify:track:5HGibWoxnkYSkl6mHmAlOE'],"['This Is How We Roll', 'Bottoms Up']","[""That's My Kind Of Night""]",0.0027940055880111762,0.5641025641025642,42.70907297830375,2.263816880574938,2,1
"['spotify:track:7KXjTSCq5nL1LoYtL7XAwS', 'spotify:track:7yyRTcZmCiyzzJlNzGC9Ol']",['spotify:track:5hTpBe8h35rJ67eAWHQsJx'],"['HUMBLE.', 'Broccoli (feat. Lil Yachty)']",['Caroline'],0.0027940055880111762,0.55,23.92651933701658,2.1711398978353516,2,1
"['spotify:track:7KXjTSCq5nL1LoYtL7XAwS', 'spotify:track:7yyRTcZmCiyzzJlNzGC9Ol']",['spotify:track:4Km5HrUvYTaSUfiSGPJeQR'],"['HUMBLE.', 'Broccoli (feat. Lil Yachty)']",['Bad and Boujee (feat. Lil Uzi Vert)'],0.0027940055880111762,0.55,24.193854748603353,2.171704343408687,2,1
"['spotify:track:2EEeOnHehOozLq4aS0n6SL', 'spotify:track:343YBumqHu19cGoGARUTsd']",['spotify:track:5hTpBe8h35rJ67eAWHQsJx'],"['iSpy (feat. Lil Yachty)', 'Fake Love']",['Caroline'],0.0027940055880111762,0.55,23.92651933701658,2.1711398978353516,2,1
['spotify:track:0dQQWHlXvuw4UyHcAvhfhB'],['spotify:track:0vupCkmy497h49a74Xsxj1'],['When I Grow Up'],"[""Don't Cha""]",0.0027940055880111762,0.55,56.98289473684211,2.20077329043547,1,1
"['spotify:track:2ANLarE8yHVsLWW21nj79M', 'spotify:track:7yyRTcZmCiyzzJlNzGC9Ol']",['spotify:track:0v9Wz8o0BT8DU38R4ddjeH'],"['You Was Right', 'Broccoli (feat. Lil Yachty)']",['No Problem (feat. Lil Wayne & 2 Chainz)'],0.0027940055880111762,0.55,22.438860103626943,2.167753224395338,2,1
"['spotify:track:1f5cbQtDrykjarZVrShaDI', 'spotify:track:7GX5flRQZVHRAGd6B4TmDO']",['spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4'],"['Drowning (feat. Kodak Black)', 'XO TOUR Llif3']",['Tunnel Vision'],0.0027940055880111762,0.55,40.47383177570094,2.1920243840487683,2,1
"['spotify:track:2N3F1EQCpnIeDOA3rLSAfE', 'spotify:track:6eYYm2xwrvdav2yakF3cqg']",['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],"['Break Up In A Small Town', 'Leave The Night On']",['Die A Happy Man'],0.0027940055880111762,0.5365853658536586,33.268292682926834,2.1230899830220715,2,1
"['spotify:track:0v9Wz8o0BT8DU38R4ddjeH', 'spotify:track:4Km5HrUvYTaSUfiSGPJeQR']",['spotify:track:5hTpBe8h35rJ67eAWHQsJx'],"['No Problem (feat. Lil Wayne & 2 Chainz)', 'Bad and Boujee (feat. Lil Uzi Vert)']",['Caroline'],0.0027940055880111762,0.5365853658536586,23.342945694650318,2.108291111319065,2,1
"['spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4', 'spotify:track:7GX5flRQZVHRAGd6B4TmDO']",['spotify:track:0VgkVdmE4gld66l8iyGjgx'],"['Tunnel Vision', 'XO TOUR Llif3']",['Mask Off'],0.0027940055880111762,0.5365853658536586,32.252466952150435,2.1219937703033303,2,1
"['spotify:track:0VgkVdmE4gld66l8iyGjgx', 'spotify:track:7KOlJ92bu51cltsD9KU5I7']",['spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4'],"['Mask Off', 'T-Shirt']",['Tunnel Vision'],0.0027940055880111762,0.5365853658536586,39.486665147025306,2.1285710466157775,2,1
"['spotify:track:0v9Wz8o0BT8DU38R4ddjeH', 'spotify:track:4Km5HrUvYTaSUfiSGPJeQR']",['spotify:track:0SGkqnVQo9KPytSri1H6cF'],"['No Problem (feat. Lil Wayne & 2 Chainz)', 'Bad and Boujee (feat. Lil Uzi Vert)']",['Bounce Back'],0.0027940055880111762,0.5365853658536586,25.76264128494944,2.1129500153737153,2,1
"['spotify:track:3xdjjKMcMOFgo1eQrfbogM', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ'],"['Wagon Wheel', 'Chicken Fried']",['Drunk On You'],0.0027940055880111762,0.5365853658536586,46.429375502546236,2.1329558974907425,2,1
"['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:0i5el041vd6nxrGEU8QRxy'],"['Drunk On You', ""That's My Kind Of Night""]",['Cruise'],0.0027940055880111762,0.5365853658536586,37.390028059572636,2.1269267275376658,2,1
"['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:4dGJf1SER1T6ooX46vwzRB'],"['Drunk On You', ""That's My Kind Of Night""]",['Chicken Fried'],0.0027940055880111762,0.5365853658536586,33.800585365853664,2.123638089381442,2,1
"['spotify:track:2EEeOnHehOozLq4aS0n6SL', 'spotify:track:5hTpBe8h35rJ67eAWHQsJx']",['spotify:track:343YBumqHu19cGoGARUTsd'],"['iSpy (feat. Lil Yachty)', 'Caroline']",['Fake Love'],0.0027940055880111762,0.5365853658536586,26.91129408109368,2.114868387631512,2,1
"['spotify:track:2EEeOnHehOozLq4aS0n6SL', 'spotify:track:5hTpBe8h35rJ67eAWHQsJx']",['spotify:track:7yyRTcZmCiyzzJlNzGC9Ol'],"['iSpy (feat. Lil Yachty)', 'Caroline']",['Broccoli (feat. Lil Yachty)'],0.0027940055880111762,0.5365853658536586,18.946516460680304,2.096780877772282,2,1
"['spotify:track:0SGkqnVQo9KPytSri1H6cF', 'spotify:track:3a1lNhkSLSkpJE4MSHpDu9']",['spotify:track:0VgkVdmE4gld66l8iyGjgx'],"['Bounce Back', 'Congratulations']",['Mask Off'],0.0027940055880111762,0.5365853658536586,32.252466952150435,2.1219937703033303,2,1
"['spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4', 'spotify:track:7GX5flRQZVHRAGd6B4TmDO']",['spotify:track:1f5cbQtDrykjarZVrShaDI'],"['Tunnel Vision', 'XO TOUR Llif3']",['Drowning (feat. Kodak Black)'],0.0027940055880111762,0.5365853658536586,42.25073170731708,2.130489418873575,2,1
"['spotify:track:3xdjjKMcMOFgo1eQrfbogM', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:03fT3OHB9KyMtGMt2zwqCT'],"['Wagon Wheel', 'Chicken Fried']",['Play It Again'],0.0027940055880111762,0.5365853658536586,38.40975609756098,2.127748887076722,2,1
"['spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:0yD66650JxhqKbW76C2qCo'],"['Drunk On You', ""That's My Kind Of Night""]",['Country Girl (Shake It For Me)'],0.0027940055880111762,0.5365853658536586,54.16760475297061,2.1365185888266516,2,1
['spotify:track:3MFV4DgrAOXz6KURPQxRj9'],['spotify:track:4O1CExxinEpKZi3861NlTK'],['Somewhere In My Car'],['Get Me Some Of That'],0.0027940055880111762,0.5365853658536586,50.90449603291214,2.135148322928225,1,1
"['spotify:track:2N3F1EQCpnIeDOA3rLSAfE', 'spotify:track:6eYYm2xwrvdav2yakF3cqg']",['spotify:track:5BbYPT6ehZf0hSv2su6JAl'],"['Break Up In A Small Town', 'Leave The Night On']",['Make You Miss Me'],0.0027940055880111762,0.5365853658536586,57.09558338826631,2.1376148015453924,2,1
"['spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4', 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS']",['spotify:track:3a1lNhkSLSkpJE4MSHpDu9'],"['Tunnel Vision', 'HUMBLE.']",['Congratulations'],0.0027940055880111762,0.5238095238095238,23.30212536992198,2.0527940055880114,2,1
"['spotify:track:2Z8WuEywRWYTKe1NybPQEW', 'spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn']",['spotify:track:3bnVBN67NBEzedqQuWrpP4'],"['Ride', 'Stressed Out']",['Tear In My Heart'],0.0027940055880111762,0.5238095238095238,60.65406162464987,2.0818643637287275,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:6eYYm2xwrvdav2yakF3cqg']",['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"['Play It Again', 'Leave The Night On']",['House Party'],0.0027940055880111762,0.5238095238095238,36.499789296249475,2.0698628397256797,2,1
"['spotify:track:6p8NuHm8uCGnn2Dtbtf7zE', 'spotify:track:7GX5flRQZVHRAGd6B4TmDO']",['spotify:track:7KOlJ92bu51cltsD9KU5I7'],"['Slippery (feat. Gucci Mane)', 'XO TOUR Llif3']",['T-Shirt'],0.0027940055880111762,0.5238095238095238,38.189594356261026,2.071196342392685,2,1
"['spotify:track:2TR7A4ulH9R1PNwMyd8o8U', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:5T6DM9qjjngWnukcw0svkX'],"['This Is How We Roll', ""That's My Kind Of Night""]",['Round Here'],0.0027940055880111762,0.5238095238095238,49.692484222604705,2.0778638557277116,2,1
"['spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4', 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS']",['spotify:track:1f5cbQtDrykjarZVrShaDI'],"['Tunnel Vision', 'HUMBLE.']",['Drowning (feat. Kodak Black)'],0.0027940055880111762,0.5238095238095238,41.24476190476191,2.0733299466598933,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:3xdjjKMcMOFgo1eQrfbogM'],"['Play It Again', 'Chicken Fried']",['Wagon Wheel'],0.0027940055880111762,0.5238095238095238,36.499789296249475,2.0698628397256797,2,1
"['spotify:track:03fT3OHB9KyMtGMt2zwqCT', 'spotify:track:3b7CDTKB0SRTmQ6ytYi5vZ']",['spotify:track:0yD66650JxhqKbW76C2qCo'],"['Play It Again', 'Drunk On You']",['Country Girl (Shake It For Me)'],0.0027940055880111762,0.5238095238095238,52.877899877899885,2.0791973583947168,2,1
"['spotify:track:2TR7A4ulH9R1PNwMyd8o8U', 'spotify:track:5HGibWoxnkYSkl6mHmAlOE']",['spotify:track:7nDoBWDvf02SyD8kEQuuPO'],"['This Is How We Roll', ""That's My Kind Of Night""]",['Bottoms Up'],0.0027940055880111762,0.5238095238095238,55.73616473616473,2.080264160528321,2,1
['spotify:track:3grPZ1iQg2tEdh0ZCh3HTt'],['spotify:track:5T6DM9qjjngWnukcw0svkX'],['Stay'],['Round Here'],0.0027940055880111762,0.5238095238095238,49.692484222604705,2.0778638557277116,1,1
['spotify:track:3grPZ1iQg2tEdh0ZCh3HTt'],['spotify:track:2TR7A4ulH9R1PNwMyd8o8U'],['Stay'],['This Is How We Roll'],0.0027940055880111762,0.5238095238095238,41.24476190476191,2.0733299466598933,1,1
"['spotify:track:5ZManJDV3CexO66nRCkdiV', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:7vWGeYZJUzBXKGPro05UXS'],"['Break Up with Him', 'Die A Happy Man']",['Take Your Time'],0.0027940055880111762,0.5116279069767442,41.53152721169983,2.02239437812209,2,1
['spotify:track:3zKST4nk4QJE77oLjUZ0Ng'],['spotify:track:6g1NlCpW7fgqDnWbCCDrHl'],['Hey Brother'],['Wake Me Up - Radio Edit'],0.0027940055880111762,0.5116279069767442,47.95902547065338,2.0257750039309603,1,1
['spotify:track:4W38RXuQNuoTSwVsQA1OGC'],['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],"[""Nothin' Like You""]",['Die A Happy Man'],0.0027940055880111762,0.5116279069767442,31.720930232558143,2.014592933947773,1,1
['spotify:track:1KhrAWvLIjRlQIJtSTgvsi'],['spotify:track:2p07VcUwRZ5sru3mJ0JogS'],['Would You Go With Me'],"[""Why Don't We Just Dance""]",0.0027940055880111762,0.5116279069767442,78.99133606931146,2.034356592522709,1,1
['spotify:track:1KhrAWvLIjRlQIJtSTgvsi'],['spotify:track:05ZACkzW8YbRq3eFgIfSNB'],['Would You Go With Me'],['Springsteen'],0.0027940055880111762,0.5116279069767442,32.752505199470605,2.015633126504348,1,1
['spotify:track:7px4t7HGiuMUvFkEOpZEwp'],['spotify:track:7I5fYc4qKJddht8Ozhqqdx'],['Song for Another Time'],['Snapback'],0.0027940055880111762,0.5116279069767442,58.38490057296933,2.0296757260181186,1,1
['spotify:track:7px4t7HGiuMUvFkEOpZEwp'],['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],['Song for Another Time'],['Die A Happy Man'],0.0027940055880111762,0.5116279069767442,31.720930232558143,2.014592933947773,1,1
"['spotify:track:343YBumqHu19cGoGARUTsd', 'spotify:track:6fujklziTHa8uoM5OQSfIo']",['spotify:track:4Km5HrUvYTaSUfiSGPJeQR'],"['Fake Love', 'Black Beatles']",['Bad and Boujee (feat. Lil Uzi Vert)'],0.0027940055880111762,0.5,21.994413407821227,1.9545339090678182,2,1
"['spotify:track:0SGkqnVQo9KPytSri1H6cF', 'spotify:track:6gBFPUFcJLzWGx4lenP6h2']",['spotify:track:2EEeOnHehOozLq4aS0n6SL'],"['Bounce Back', 'goosebumps']",['iSpy (feat. Lil Yachty)'],0.0027940055880111762,0.5,27.151724137931033,1.9631699263398528,2,1
"['spotify:track:2EEeOnHehOozLq4aS0n6SL', 'spotify:track:7yyRTcZmCiyzzJlNzGC9Ol']",['spotify:track:5hTpBe8h35rJ67eAWHQsJx'],"['iSpy (feat. Lil Yachty)', 'Broccoli (feat. Lil Yachty)']",['Caroline'],0.0027940055880111762,0.5,21.751381215469614,1.954025908051816,2,1
"['spotify:track:1soxUgYIZb1qx1c7o1Lc7z', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:46ZfPS5VpSQVU5gb82hg3K'],"['Drunk On A Plane', 'Die A Happy Man']",['Anything Goes'],0.0027940055880111762,0.5,51.80263157894737,1.9806959613919228,2,1
['spotify:track:5y2pNuAvWcPKiORZ12e44S'],['spotify:track:5S5rw0WLVCAux5B5bWCehK'],"[""Night's On Fire""]",['I Like The Sound Of That'],0.0027940055880111762,0.5,65.61666666666667,1.984759969519939,1,1
['spotify:track:5y2pNuAvWcPKiORZ12e44S'],['spotify:track:6IFPfV8PNSYOmufzQ95hmm'],"[""Night's On Fire""]",['Confession'],0.0027940055880111762,0.5,62.49206349206349,1.983997967995936,1,1
"['spotify:track:4Km5HrUvYTaSUfiSGPJeQR', 'spotify:track:6fwdbPMwP1zVStm8FybmkO']",['spotify:track:4gmmRb6bZJffOOiww1JGTO'],"['Bad and Boujee (feat. Lil Uzi Vert)', 'X (feat. Future)']",['No Heart'],0.0027940055880111762,0.48888888888888893,52.733028919330295,1.9383827898090582,2,1
"['spotify:track:0SGkqnVQo9KPytSri1H6cF', 'spotify:track:5hTpBe8h35rJ67eAWHQsJx']",['spotify:track:0v9Wz8o0BT8DU38R4ddjeH'],"['Bounce Back', 'Caroline']",['No Problem (feat. Lil Wayne & 2 Chainz)'],0.0027940055880111762,0.48888888888888893,19.94565342544617,1.9085653388698085,2,1
"['spotify:track:0VgkVdmE4gld66l8iyGjgx', 'spotify:track:4Km5HrUvYTaSUfiSGPJeQR']",['spotify:track:7KXjTSCq5nL1LoYtL7XAwS'],"['Mask Off', 'Bad and Boujee (feat. Lil Uzi Vert)']",['HUMBLE.'],0.0027940055880111762,0.48888888888888893,19.34427694025684,1.9070744663228458,2,1
['spotify:track:5NFYuqu8V6QXc6mzcLImd6'],['spotify:track:5mPSyjLatqB00IkPqRlbTE'],['Hype'],['Pop Style'],0.0027940055880111762,0.48888888888888893,36.31614255765199,1.9301829908007644,1,1
"['spotify:track:3ts6xK5GzfMAAriT9AIBmP', 'spotify:track:4dGJf1SER1T6ooX46vwzRB']",['spotify:track:6aNwDe5YH5YUPlpHkku52w'],"['Barefoot Blue Jean Night', 'Chicken Fried']",['Sunshine & Whiskey'],0.0027940055880111762,0.48888888888888893,58.32592592592593,1.9401221411138476,2,1
"['spotify:track:6eYYm2xwrvdav2yakF3cqg', 'spotify:track:7vWGeYZJUzBXKGPro05UXS']",['spotify:track:5kNe7PE09d6Kvw5pAsx23n'],"['Leave The Night On', 'Take Your Time']",['Die A Happy Man'],0.0027940055880111762,0.48888888888888893,30.311111111111114,1.9249649368863957,2,1
"['spotify:track:6eYYm2xwrvdav2yakF3cqg', 'spotify:track:7vWGeYZJUzBXKGPro05UXS']",['spotify:track:2Fk0WwAqTBesLtKg97nojy'],"['Leave The Night On', 'Take Your Time']",['Crash And Burn'],0.0027940055880111762,0.48888888888888893,43.74444444444445,1.9346556084416517,2,1
['spotify:track:2yWtLaPCOUDyi7f1lOXCn5'],['spotify:track:3ts6xK5GzfMAAriT9AIBmP'],['Anywhere With You'],['Barefoot Blue Jean Night'],0.0027940055880111762,0.48888888888888893,37.014529914529916,1.9306799483164185,1,1
['spotify:track:2j79NtwxoWDmkiH4MGwdLq'],['spotify:track:05ZACkzW8YbRq3eFgIfSNB'],['Lonely Eyes'],['Springsteen'],0.0027940055880111762,0.48888888888888893,31.296838301716356,1.925958851917704,1,1
"['spotify:track:4Km5HrUvYTaSUfiSGPJeQR', 'spotify:track:6fujklziTHa8uoM5OQSfIo']",['spotify:track:343YBumqHu19cGoGARUTsd'],"['Bad and Boujee (feat. Lil Uzi Vert)', 'Black Beatles']",['Fake Love'],0.0027940055880111762,0.47826086956521746,23.986153420105236,1.8784501735670143,2,1
"['spotify:track:2Fk0WwAqTBesLtKg97nojy', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:6eYYm2xwrvdav2yakF3cqg'],"['Crash And Burn', 'Die A Happy Man']",['Leave The Night On'],0.0027940055880111762,0.47826086956521746,38.4267968056788,1.8928117856235716,2,1
"['spotify:track:2Fk0WwAqTBesLtKg97nojy', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:0H04yVa3DJxoXbLBpAb7iV'],"['Crash And Burn', 'Die A Happy Man']","[""I'm Comin' Over""]",0.0027940055880111762,0.47826086956521746,48.27982162764773,1.8976801286935912,2,1
"['spotify:track:343YBumqHu19cGoGARUTsd', 'spotify:track:5hTpBe8h35rJ67eAWHQsJx']",['spotify:track:4Km5HrUvYTaSUfiSGPJeQR'],"['Fake Love', 'Caroline']",['Bad and Boujee (feat. Lil Uzi Vert)'],0.0027940055880111762,0.46808510638297873,20.590514679662427,1.8372618745237492,2,1
"['spotify:track:5hTpBe8h35rJ67eAWHQsJx', 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS']",['spotify:track:7yyRTcZmCiyzzJlNzGC9Ol'],"['Caroline', 'HUMBLE.']",['Broccoli (feat. Lil Yachty)'],0.0027940055880111762,0.46808510638297873,16.527812231657286,1.8267564135128271,2,1
"['spotify:track:4Km5HrUvYTaSUfiSGPJeQR', 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS']",['spotify:track:7yyRTcZmCiyzzJlNzGC9Ol'],"['Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.']",['Broccoli (feat. Lil Yachty)'],0.0027940055880111762,0.46808510638297873,16.527812231657286,1.8267564135128271,2,1
['spotify:track:0ikz6tENMONtK6qGkOrU3c'],['spotify:track:4bHsxqR3GMrXTxEPLuK5ue'],['Wake Me up Before You Go-Go'],"[""Don't Stop Believin'""]",0.0027940055880111762,0.46808510638297873,25.955648786335033,1.8460960121920242,1,1
"['spotify:track:0VgkVdmE4gld66l8iyGjgx', 'spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4']",['spotify:track:7GX5flRQZVHRAGd6B4TmDO'],"['Mask Off', 'Tunnel Vision']",['XO TOUR Llif3'],0.0027940055880111762,0.46808510638297873,27.921985815602838,1.8484836169672338,2,1
"['spotify:track:0VgkVdmE4gld66l8iyGjgx', 'spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4']",['spotify:track:6p8NuHm8uCGnn2Dtbtf7zE'],"['Mask Off', 'Tunnel Vision']",['Slippery (feat. Gucci Mane)'],0.0027940055880111762,0.46808510638297873,34.126871552403465,1.8542138684277367,2,1
"['spotify:track:0VgkVdmE4gld66l8iyGjgx', 'spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4']",['spotify:track:7KOlJ92bu51cltsD9KU5I7'],"['Mask Off', 'Tunnel Vision']",['T-Shirt'],0.0027940055880111762,0.46808510638297873,34.126871552403465,1.8542138684277367,2,1
"['spotify:track:343YBumqHu19cGoGARUTsd', 'spotify:track:5hTpBe8h35rJ67eAWHQsJx']",['spotify:track:2EEeOnHehOozLq4aS0n6SL'],"['Fake Love', 'Caroline']",['iSpy (feat. Lil Yachty)'],0.0027940055880111762,0.46808510638297873,25.41863536316948,1.8453797307594617,2,1
"['spotify:track:0SGkqnVQo9KPytSri1H6cF', 'spotify:track:2EEeOnHehOozLq4aS0n6SL']",['spotify:track:6gBFPUFcJLzWGx4lenP6h2'],"['Bounce Back', 'iSpy (feat. Lil Yachty)']",['goosebumps'],0.0027940055880111762,0.46808510638297873,24.08955638993186,1.843469646939294,2,1
"['spotify:track:4Km5HrUvYTaSUfiSGPJeQR', 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS']",['spotify:track:0VgkVdmE4gld66l8iyGjgx'],"['Bad and Boujee (feat. Lil Uzi Vert)', 'HUMBLE.']",['Mask Off'],0.0027940055880111762,0.46808510638297873,28.135130745492933,1.848722377444755,2,1
['spotify:track:1XazlqB4YAtvouCmJPWXlM'],['spotify:track:5CG9Ps5ynNjpKJHmwc95pa'],['Wanna Be That Song'],['Somewhere On A Beach'],0.0027940055880111762,0.46808510638297873,48.496080627099666,1.8618542037084076,1,1
['spotify:track:3oDFtOhcN08qeDPAK6MEQG'],['spotify:track:70cTMpcgWMcR18t9MRJFjB'],['Boom Boom Pow'],['I Gotta Feeling'],0.0027940055880111762,0.46808510638297873,39.63120567375886,1.8577952755905514,1,1
['spotify:track:376KnY4TrgBITxjlnbnmIy'],['spotify:track:7yyRTcZmCiyzzJlNzGC9Ol'],['Cut It (feat. Young Dolph)'],['Broccoli (feat. Lil Yachty)'],0.0027940055880111762,0.46808510638297873,16.527812231657286,1.8267564135128271,1,1
['spotify:track:1N7qGCKRRnvjoy8MGyHgpS'],['spotify:track:0BCy325UZyR9z0t0uxwn2N'],['Came Here to Forget'],['H.O.L.Y.'],0.0027940055880111762,0.46808510638297873,36.492100273857176,1.8558851917703836,1,1
['spotify:track:4f3ocvNFdJMmGP04kskM2J'],['spotify:track:2FviG1Ma0M0BSZbqaDvw0x'],"[""Burnin' It Down""]",['House Party'],0.0027940055880111762,0.46808510638297873,32.61683298813783,1.8530200660401321,1,1
['spotify:track:289hx4t6fH2BBe8p6cnXo1'],['spotify:track:2Fk0WwAqTBesLtKg97nojy'],['Neon Light'],['Crash And Burn'],0.0027940055880111762,0.46808510638297873,41.88297872340425,1.858989077978156,1,1
['spotify:track:5HJId22hZ2IvFnvNSy6ZbE'],['spotify:track:7I5fYc4qKJddht8Ozhqqdx'],['Different For Girls'],['Snapback'],0.0027940055880111762,0.46808510638297873,53.41597286463151,1.8635255270510542,1,1
['spotify:track:5HJId22hZ2IvFnvNSy6ZbE'],['spotify:track:1zWZvrk13cL8Sl3VLeG57F'],['Different For Girls'],['T-Shirt'],0.0027940055880111762,0.46808510638297873,44.40604973083825,1.8601828803657607,1,1
"['spotify:track:0SGkqnVQo9KPytSri1H6cF', 'spotify:track:7yyRTcZmCiyzzJlNzGC9Ol']",['spotify:track:0v9Wz8o0BT8DU38R4ddjeH'],"['Bounce Back', 'Broccoli (feat. Lil Yachty)']",['No Problem (feat. Lil Wayne & 2 Chainz)'],0.0027940055880111762,0.45833333333333337,18.699050086355786,1.8009026787284346,2,1
"['spotify:track:0BCy325UZyR9z0t0uxwn2N', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:4ly1QBXEwYoDmje9rmEgC4'],"['H.O.L.Y.', 'Die A Happy Man']",['Head Over Boots'],0.0027940055880111762,0.45833333333333337,55.52179487179488,1.8309138156737854,2,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:5HGibWoxnkYSkl6mHmAlOE'],"['House Party', 'Die A Happy Man']","[""That's My Kind Of Night""]",0.0027940055880111762,0.45833333333333337,34.701121794871796,1.8217697973857487,2,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:0p1HtkrNYxv0iDfEKwXSTp'],"['House Party', 'Die A Happy Man']",['Sangria'],0.0027940055880111762,0.45833333333333337,47.48574561403509,1.8283347335925442,2,1
"['spotify:track:6p8NuHm8uCGnn2Dtbtf7zE', 'spotify:track:7KOlJ92bu51cltsD9KU5I7']",['spotify:track:7GX5flRQZVHRAGd6B4TmDO'],"['Slippery (feat. Gucci Mane)', 'T-Shirt']",['XO TOUR Llif3'],0.0027940055880111762,0.45833333333333337,27.34027777777778,1.815204861178953,2,1
"['spotify:track:6p8NuHm8uCGnn2Dtbtf7zE', 'spotify:track:7KOlJ92bu51cltsD9KU5I7']",['spotify:track:2EEeOnHehOozLq4aS0n6SL'],"['Slippery (feat. Gucci Mane)', 'T-Shirt']",['iSpy (feat. Lil Yachty)'],0.0027940055880111762,0.45833333333333337,24.889080459770113,1.8121568550829412,2,1
['spotify:track:59J5nzL1KniFHnU120dQzt'],['spotify:track:7KXjTSCq5nL1LoYtL7XAwS'],['wokeuplikethis*'],['HUMBLE.'],0.0027940055880111762,0.45833333333333337,18.135259631490786,1.7994959066841212,1,1
"['spotify:track:2FviG1Ma0M0BSZbqaDvw0x', 'spotify:track:5kNe7PE09d6Kvw5pAsx23n']",['spotify:track:4dGJf1SER1T6ooX46vwzRB'],"['House Party', 'Die A Happy Man']",['Chicken Fried'],0.0027940055880111762,0.45833333333333337,28.87133333333334,1.816846095230652,2,1
