artist_name,artist_uri
Soft Cell,spotify:artist:6aq8T2RcspxVOGgMrTzjWc
SomeKindaWonderful,spotify:artist:60Jys4EElM1SuCQbZ63XRm
Sondr,spotify:artist:4hbnUamwrCHpv4wQTwvCIc
Sonic Youth,spotify:artist:5UqTO8smerMvxHYA5xsXb6
Sophie B. Hawkins,spotify:artist:3gdIwZY6Q3RXhDteYr4ZvC
Soul For Real,spotify:artist:296LotOmbj7eOX7r9l46fK
Souls Of Mischief,spotify:artist:5Rzqmz1zAszembFHGZQuAt
Summer Heart,spotify:artist:0JlTFsR41vwvQTppOR3yio
Summerella,spotify:artist:4ttsE1dWJ0G68xMezQ0NRL
Supertramp,spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx
Survivor,spotify:artist:26bcq2nyj5GB7uRr558iQg
Sweater Beats,spotify:artist:62Jfwxon19ZOT9eSL6bvtY
Sweet,spotify:artist:3JaAGmSTpJK35DqWrDUzBz
Tamela Mann,spotify:artist:6ZyV955Ypf3JAKInn1a0dt
Tanzmarathon Orchester,spotify:artist:6L6XOq3CoN4VzPd45mLjv2
Temple Of The Dog,spotify:artist:0iHb0mCbqZTYeb4y9Pirrd
Tesla,spotify:artist:0dgnITyIAN4NrmUVisvxHU
Tevin Campbell,spotify:artist:5VfqJBmXcf6ZqXoGij5qTE
The Animals,spotify:artist:3ICflSq6ZgYAIrm2CTkfVP
The Ataris,spotify:artist:3LC8PXXgk7YtAIobtjSdNi
The B-52's,spotify:artist:3gdbcIdNypBsYNu3iiCjtN
The Bangles,spotify:artist:51l0uqRxGaczYr4271pVIC
The Beatnuts,spotify:artist:5ynvmGwc83ZoRx2EIWHXLX
The Black Eyed Peas,spotify:artist:1yxSLGMDHlW21z4YXirZDS
The Breeders,spotify:artist:1xgFexIwrf2QjbU0buCNnp
The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp
The Champs,spotify:artist:3yt4IVDHz0luREG9Uf9xrp
The Colourist,spotify:artist:0hK26QoGcuKV3lH0x9MvUU
The Contours,spotify:artist:2ugPdplEWBmyU6EcIzlcY1
The Damn Quails,spotify:artist:5iU4aLyClzDcJFJUiNjMPl
The Dear Hunter,spotify:artist:51lE580QM13Anmb3mK2j1e
The Delfonics,spotify:artist:6YPRXu1dazGYcSZv4HJEH4
The Euro Allstars,spotify:artist:4yoJYoGZXY5AW2K3TwC2b8
The Everly Brothers,spotify:artist:4ACplpEqD6JIVgKrafauzs
The Friends Of Distinction,spotify:artist:2KK4fR5VwOjGzJxjbGxMIu
The Frights,spotify:artist:2HSEdXKVq1WWtBbsIeNjRX
The Gourds,spotify:artist:2gk28RNJaPStV8BnugHYpF
The Ides Of March,spotify:artist:1Csjn2SQV7R9szDhhR7Aji
The Innocence Mission,spotify:artist:4VcTmgGKGuJn56Ac2zNhiH
The Knife,spotify:artist:7eQZTqEMozBcuSubfu52i4
The Lagoons,spotify:artist:3oK9o2DLbk1VEda7KOMotd
The Lighthouse And The Whaler,spotify:artist:6ls5A8Wys9Swixpz4v6kj3
The Mowgli's,spotify:artist:6AGUQK1EWK6nvN4pLIDQDQ
The Originals,spotify:artist:11EZGTWr2pY0VZPlWokAbl
The Pogues,spotify:artist:2wzMOQwNT6ZvVB4amvhFAH
The Postal Service,spotify:artist:5yV1qdnmxyIYiSFB02wpDj
The Preatures,spotify:artist:5gcDZA9xXCOspWgQilUYIu
The Radio Dept.,spotify:artist:0utS63XytOEVN1EtzWhJpG
The Tide,spotify:artist:6cXVCUCVlW1JSPxRHoelTb
The Ting Tings,spotify:artist:2wvUfjKGoXvcnDHq7GgMOa
The Tony Rich Project,spotify:artist:7uwPrVdjss0FyCCTzpLx5A
The Tragic Thrills,spotify:artist:6Xk7kGyfSdpeuvIlMHx8ys
The Trammps,spotify:artist:1zgNpeHQe8GulzfVkYP2VK
The Turtles,spotify:artist:2VIoWte1HPDbZ2WqHd2La7
The Verve,spotify:artist:2cGwlqi3k18jFpUyTrsR84
The Waitresses,spotify:artist:57AKOY1SF1062tuVzgAPv8
The War On Drugs,spotify:artist:6g0mn3tzAds6aVeUYRsryU
The Wind and The Wave,spotify:artist:5GMZzcgmUwopsHBB7TyCsy
Theia,spotify:artist:29ADVF7I6YQyY2SGUlzCcB
Thomston,spotify:artist:0VQKssIfRKfSd7IfW3JIP1
Tim Atlas,spotify:artist:3CiuXDKttPUT0tWGHicFUH
Tim Myers,spotify:artist:44BkC9lJfLmhcRB4NV7Z38
Timber Timbre,spotify:artist:7HeVXdOdMhLslVputGTZFQ
Toadies,spotify:artist:2QMMktUMtwMSwUZATX1cRO
Todd Carey,spotify:artist:0LCLu0eCcX5xembxDadUbz
Tom Swoon,spotify:artist:2OFEXARoSZyZLR6S0oV2R7
Tom Waits,spotify:artist:7x83XhcMbOTl1UdYsPTuZM
Endless Summer,spotify:artist:2qNrJcE9LjzPdiXbrjkqFa
Enrique Iglesias,spotify:artist:7qG3b048QCHVRO5Pv1T5lw
Equipto,spotify:artist:4mPPxTpWqDR5rmOrTOh4nk
Era Istrefi,spotify:artist:4poL7YCSkG7kMnWjAdDU91
Eric Paslay,spotify:artist:4TONBKcqVR1LmPdfJxvkMU
Evan Ross,spotify:artist:2DJndwwEpPtnmQn48NPBUM
Everclear,spotify:artist:694QW15WkebjcrWgQHzRYF
Example,spotify:artist:6Vh6UDWfu9PUSXSzAaB3CW
Exposé,spotify:artist:5nPz5R1FDPTMI3Dw4JnTGb
Family Force 5,spotify:artist:6aUV3Fndwagje8d4rBA3xw
Fastball,spotify:artist:7FtVJzRtpQpU61nBwB7cKN
Fee,spotify:artist:2Z0x0iKRerLMaQfdbBfyqA
Fever Ray,spotify:artist:5hE6NCoobhyEu6TRSbjOJY
FIDLAR,spotify:artist:3P6duIn7oHeiBACZfYeNud
Filmore,spotify:artist:0FvJm0y2eHw0aPkLLU3sIG
Finatticz,spotify:artist:49AG5IHkJj7M5faSOVGVAW
Fleetwood Mac,spotify:artist:08GQAI4eElDnROBrJRGE0X
Fleurie,spotify:artist:647D92XNDYTUt5A0idePJ4
For All Those Sleeping,spotify:artist:5dLBN2tOGTJwWb5oj3QQ9v
Framing Hanley,spotify:artist:3niqfoc7C6lIeCNVz8iZYE
Francesca Battistelli,spotify:artist:29ywwKkxfoH7iWwNY1UezA
Frank Churchill,spotify:artist:5HxxQWbYtQSFMKTjx9LPtZ
FRND,spotify:artist:7pMqgUModTCyS7hpa5n2Lc
Frou Frou,spotify:artist:6MUyqmIQ35inLjch0YzIEG
Fugees,spotify:artist:2WKdxPFRD7IqZvlIAvhMgY
FuntCase,spotify:artist:6v1BAWFVNPbPJlnFHWR78D
Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu
Garbage,spotify:artist:6S0GHTqz5sxK5f9HtLXn9q
Gary Hobbs,spotify:artist:274Y6HvCIUkt5pi7jPWRke
Generation X,spotify:artist:1inWec2E2UgfzMAhwjgTXe
Ghost Town DJs,spotify:artist:4JbmXqez7WvTggoxn3UpVT
Girlpool,spotify:artist:3BYXi96LqI8TwNljFKE0DZ
Gold Panda,spotify:artist:6xS3zemJD9h94iueQvGqVk
Goldfinger,spotify:artist:7sVQKNtdP2NylxMgbNOJMM
Goldspot,spotify:artist:0VvTc0cpuq38K7Gqdg7hjm
Good Morning,spotify:artist:2kMzxA8edU05hvMFU493zJ
Gorilla Zoe,spotify:artist:3Y365ZqTf6fJ4ZcRnLKPGt
Great Good Fine Ok,spotify:artist:422RLznpwUa5FsQgnTlgUH
Greyson Chance,spotify:artist:0Qnx1MPnHYt3jJCYrRFVwX
Groove Theory,spotify:artist:7opRqRgF9lvnVraBFCMvIj
Hailee Steinfeld,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F
HalfNoise,spotify:artist:0y0UzT7xPdd9niCbsODXES
Hans Zimmer,spotify:artist:0YC192cP3KPCRWx8zr8MfZ
Hardo,spotify:artist:3ohrdimoWGwbjGMOnTDoUJ
Harold Melvin & The Blue Notes,spotify:artist:438JBZR1AR0l04AzcYW9gy
Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3
Havelin,spotify:artist:42kxHIYLflWcEAGkeKNHSp
Headhunterz,spotify:artist:6C0KWmCdqrLU2LzzWBPbOy
HEIZE,spotify:artist:5dCvSnVduaFleCnyy98JMo
Helena Bonham Carter,spotify:artist:7gX22Ua3mEH2KXTCpIfoOP
Here We Go Magic,spotify:artist:4WxjrOJGIngO2hJnlCeK7f
Hilary Duff,spotify:artist:2S9W9aSAd7e5mp8WqWxN2h
Hillary Scott & The Scott Family,spotify:artist:4EVSOMkocOlqAZ9ujkGrQR
Hillsong Chapel,spotify:artist:3kb5Da0lPehCHCE5SVLNQk
Hippie Sabotage,spotify:artist:4dM6NDYSfLcspt8GLoT5aE
Hold on to Me,spotify:artist:4EJ7lqLodUNk4WmLIA0oOw
Hot Buttered Rum,spotify:artist:1g3ZifJpzuFjmLgq4smNOq
House Of Pain,spotify:artist:0AuW7OCyKfFrsMbtHrYgIV
H-Town,spotify:artist:21gGD9dUby5ls0belA1wqZ
Hypercolor,spotify:artist:714XkaoyHeGO1YIyH1WQ6u
I See Stars,spotify:artist:3iCJOi5YKh247eutgCyLFe
iLoveMemphis,spotify:artist:3GsIlcwgQDJVjHD82mbA0Z
Jaël,spotify:artist:0z0YozcOIqw3EDJnU2NgOe
Jaheim,spotify:artist:4sbB4Yy6Qig51pKCIKSLw3
James Gang,spotify:artist:5hfOHpGMsi8O3DA0ROLGqF
James TW,spotify:artist:0B3N0ZINFWvizfa8bKiz4v
James Wolpert,spotify:artist:3c95qPRLU7Jpu9rC3rc5A0
Jamie Cullum,spotify:artist:3XxxEq6BREC57nCWXbQZ7o
Jamie Foxx,spotify:artist:7LnaAXbDVIL75IVPnndf7w
Jamie Walters,spotify:artist:4JRaryUoRSFiZt04ReUD8N
Jamie Woon,spotify:artist:1fUMEn4Yk7ZUloozE0fRLL
Jann Arden,spotify:artist:1aftUCES5zD5xXI7O9ZF9F
Jarabe De Palo,spotify:artist:5B6H1Dq77AV1LZWrbNsuH5
Jay & The Americans,spotify:artist:0DAqhikcMKLo2lPADVz2fs
Jeremy Riddle,spotify:artist:6jZbQXvNtDjnj18yoHMuvi
Jerry Folk,spotify:artist:356FCJoyYWyzONni54Dgrv
Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO
Jesse Mann,spotify:artist:20roawY1tlpPSVJj1R29T3
Jessica Mauboy,spotify:artist:6rHWAH6F4mr2AViSxMV673
Jessica Mitchell,spotify:artist:6SvTOaNtCJkMypwe0pCr5a
Jetta,spotify:artist:51V0E9ipJyIj7yFDkaLx96
Joan Sebastian,spotify:artist:7FsRH5bw8iWpSbMX1G7xf1
Joanna Wang,spotify:artist:1km0aro5NJuoX5dE0Mub5C
Jodeci,spotify:artist:1eNkUXHPaXyuyC8NAgzykK
Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg
Joe Nichols,spotify:artist:4aJTB79uwT4sP0Nb8QGWHc
Joel Adams,spotify:artist:36jaGQtMj5UWD0eO1fCVdD
John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t
Johnny Balik,spotify:artist:6cXU3B0U7wNEOOU8UjaWww
Johnny Horton,spotify:artist:1bBZcz4jP7CoPlqpCFh4gz
Jonas Blue,spotify:artist:1HBjj22wzbscIZ9sEb5dyf
Jónsi,spotify:artist:3khg8RDB6nMuw34w1IHS6Y
Jorge Quintero,spotify:artist:6dOgQbtNGEOKGXEsAi0puC
Jorja Smith,spotify:artist:1CoZyIx7UvdxT5c8UkMzHd
Juice Newton,spotify:artist:4L1z1IcfK7lbqx8izGHaw5
Juicy J,spotify:artist:5gCRApTajqwbnHHPbr2Fpi
Julieta Venegas,spotify:artist:2QWIScpFDNxmS6ZEMIUvgm
Jurassic 5,spotify:artist:6wFId9Jhuf9AKVzWboOj2B
Just A Gent,spotify:artist:1kwGj7uDO5WXVXtQLvGJr0
Just Juice,spotify:artist:4s0K7Gh1qCZCXB5OuMF1VT
K. Michelle,spotify:artist:2retT7MFwHDVTeGKDdybEx
Kamaiyah,spotify:artist:3XVpDdKav6C6zwlDXPhMEO
KAMAU,spotify:artist:5yqlRwdJcO8wUhGzfDdfd4
KARD,spotify:artist:2JhAlkmukNvarUpGhTFXUQ
Kat Deluna,spotify:artist:0bOlhT8OcoC1lCpN69NcFP
Kavinsky,spotify:artist:0UF7XLthtbSF2Eur7559oV
KBong,spotify:artist:2dzSec5CF9xQeW53ZJ5RHq
Keane,spotify:artist:53A0W3U0s8diEn9RhXQhVz
Ken Loi,spotify:artist:4ot0CxUP0zjjCLWgv145xd
Kenny Wayne Shepherd,spotify:artist:1riHqX633Kup3mJAw8WR8p
Kerli,spotify:artist:4IFgewC2urR62Fwt7uAU03
Kevin Roldan,spotify:artist:1RBzGO6Nm3uyhUSxP7EDWO
KEY,spotify:artist:2tMOCIpxj6jwM9e6pmwGiP
Keys N Krates,spotify:artist:6c1pBXHYjFcGQQNO5MMsdd
Kindness,spotify:artist:6SYIsHAQ1sPokVxmzpaDBU
Klaus Badelt,spotify:artist:03GruNQP8X25PCoWzdvIGZ
Kojo Funds,spotify:artist:2o9hRZ3xI27UQpHT61A4Mm
KONGOS,spotify:artist:58R5LHkK3vkmEyGUPOR5kS
Konshens,spotify:artist:3nwYsifpwrKmCIpw4i0HDW
Kris Kross,spotify:artist:2zrZfs23sjuHDv4E6YRmNf
Krizz Kaliko,spotify:artist:3SEJQy90Vgg1aSnZ9b4AU9
Kyle Thornton & The Company,spotify:artist:4mGPVJbOURnByVYcaQZa2J
La Mafia,spotify:artist:3rhO3rDk432VyAwyZnkECs
La Tribu de Abrante,spotify:artist:3sito6EcNee484oIM6KHwO
Labrinth,spotify:artist:2feDdbD5araYcm6JhFHHw7
League of Legends,spotify:artist:47mIJdHORyRerp4os813jD
Lee Ann Womack,spotify:artist:738OS3zrCO782uDiUN9pet
Lee Greenwood,spotify:artist:3g229vTyhsdwm9SO2p1FPL
LEISURE,spotify:artist:7b04D0yLktCUpvxQBhmG7R
Less Than Jake,spotify:artist:20oQv3LStCKCjI9oQ0JNha
Lewis Del Mar,spotify:artist:2oqwwcM17wrP9hBD25zKSR
Liam Payne,spotify:artist:5pUo3fmmHT8bhCyHE52hA6
Lido,spotify:artist:1aSwrSGBNGMLn9ymttfRkk
Lil Dicky,spotify:artist:1tqhsYv8yBBdwANFNzHtcr
Lil Wyte,spotify:artist:21O7WwRkik43ErKppxDKJq
Lillias White,spotify:artist:5TKKPpY9zr2qrz3JM3Vawq
Linus Young,spotify:artist:2RlEGFSPhk4ynTXUJgRY5T
Lisa Loeb & Nine Stories,spotify:artist:4a7CDXcRCXi4kp5z7SEXtg
Little Big Town,spotify:artist:3CygdxquGHurS7f9LjNLkv
Little Joy,spotify:artist:0aLsJXIaJ6MMCZIzaGpMaX
Local H,spotify:artist:415JrPfN7ukaTu8JV8BLE8
Lori McKenna,spotify:artist:1OV5mEATxtVma7fleFaUyl
Los 5,spotify:artist:7LTaD4KirzB3MApKKPwpmj
Los Fabulosos Cadillacs,spotify:artist:2FS22haX3FYbyOsUAkuYqZ
Los Tucanes De Tijuana,spotify:artist:014WIDx7H4BRCHB1faiisK
Loverboy,spotify:artist:2CLVPk9FcywjClBcTvWPkT
Lucy Schwartz,spotify:artist:6f5Tjpxz9kTRj05LKWlOpf
Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG
Madds,spotify:artist:0Bdyam7rtOjqj4m1PfpeUy
Made Violent,spotify:artist:4b9JkwX45V6jNi9rtqyqsU
Mambo Kingz,spotify:artist:2T1aUibqR2QC2sINIDQOAK
Man Overboard,spotify:artist:7oT6vt8H3q7kA24sicjFzO
Manila Killa,spotify:artist:4EukMPjtYsdi87lkU1hIxN
Mansa,spotify:artist:09OSlbN2DUUOG9cbRWdWuT
Manu Chao,spotify:artist:6wH6iStAh4KIaWfuhf0NYM
Maria Lynn,spotify:artist:5Mzwod7pfk4JkLR29O3v7j
Marty Grimes,spotify:artist:5PTrX29vKxqFe59hnYb8hx
Maty Noyes,spotify:artist:5JSXWmQO8csVUy6hSRu8TA
Maxo Kream,spotify:artist:6xS5PpBWaVYraexEkEjjXv
MC Breed,spotify:artist:63727CmmJ8oWFh8eAHvDYq
MC Hammer,spotify:artist:2rblp9fJo16ZPTcKDtlmKW
Meat Loaf,spotify:artist:7dnB1wSxbYa8CejeVg98hz
Meghan Trainor,spotify:artist:6JL8zeS1NmiOftqZTRgdTz
Mel Tormé,spotify:artist:4X8QFzZ1HqwPfwDfyjtwXC
Melissa Etheridge,spotify:artist:01Ppu7N8uYJI8SAONo2YZA
Melissa Helser,spotify:artist:0cng44S55pPu1nDrtFFy7r
Melissa Manchester,spotify:artist:78udmCDNaDu5jqfVnBqwia
Melvv,spotify:artist:7cae9Fkz2R1NDHWtdnaE8d
Michael Ray,spotify:artist:6ghiFYcwn2Vzl6K50U0UPz
Mickey Avalon,spotify:artist:546WiMGysEqWZTzP8hJvB2
Mickey Guyton,spotify:artist:6nfN5B7Jmi853SHa9106Hz
Middle Kids,spotify:artist:6AawJaQO4i99Be2A3w7BTW
MIKA,spotify:artist:5MmVJVhhYKQ86izuGHzJYA
Mikey Wax,spotify:artist:2Uk1SfxshYKxVMmtGqFtzo
Mild High Club,spotify:artist:5J81VungUjSVHxlPpTI9KG
Milli Vanilli,spotify:artist:3vRclCt9VnNhYIxFMQCxuM
Mistah F.A.B.,spotify:artist:55TH3aMMK1u2VsR8DPGC6D
Mo Thugs,spotify:artist:73zx64RsUoERRD2dPhdCEy
Mobb Deep,spotify:artist:6O2zJ0tId7g07yzHtX0yap
Modern English,spotify:artist:0fYPQBOx0vsRMmjUba9HgF
Moglii,spotify:artist:0lIIsJafIVVi3ruN2vFzpS
Money Man,spotify:artist:3Rx4PJ7SP6unkOk5elPUK7
Monte Booker,spotify:artist:4p75GTNEXwsAAkpweMVtKo
Morgan Wallen,spotify:artist:4oUHIQIBe0LHzYfvXNW4QM
Mother Love Bone,spotify:artist:3XR64HmFo4OvexUUNW7TP0
Motörhead,spotify:artist:1DFr97A9HnbV3SKTJFu62M
Mott The Hoople,spotify:artist:6ysQi6NI88X627t2srsWz6
Heartland,spotify:artist:6B10yUcmUVw4RPKe6j58E9
Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP
Helmet,spotify:artist:0qB0cTENhSUc0feov5qbg0
Home Free,spotify:artist:2MSlGNpwXDScUdspOK6TS7
Huntar,spotify:artist:2woivlckW1wdml7zq1WW6e
Hunter G K Thompson,spotify:artist:3cafXZGy8lVX2LJt7wdKVd
Hyuna,spotify:artist:3UwlejyX2b458azZ7eCnHb
Illa J,spotify:artist:72zigmOdJbIsz0iIRhCBvp
Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q
Iron Maiden,spotify:artist:6mdiAmATAx73kdxrNrnlao
Isaac Hayes,spotify:artist:3IKV7o6WPphDB7cCWXaG3E
ItaloBrothers,spotify:artist:5nkYRuiIHg2xXHFC8bfosJ
Jack Garratt,spotify:artist:1Zp054Jc86WVKCxKEqZGOA
Jack Novak,spotify:artist:4X5vI99vwAZqt7YXhElP1y
Jack White,spotify:artist:4FZ3j1oH43e7cukCALsCwf
Jacob Banks,spotify:artist:0AepkoQhYvkjEzzwIcGxdV
Jaden Smith,spotify:artist:0xOeVMOz2fVg5BJY3N6akT
Jaguares,spotify:artist:1RgXxY6uzWo9cjYYwwgVGq
James Baskett,spotify:artist:3x83bY5hTdj6Q3uen2mytX
James Fortune,spotify:artist:4eIjSDb64R18sJaNlOGaFH
Jamie Grace,spotify:artist:2E5E5eAP6yDhZ7EHc0Evr7
Jamie O'Neal,spotify:artist:6sQVeggRv1AhrMzuCjhCZe
Jane XØ,spotify:artist:5keDbKEPwrbe36cPzRpzsK
Jarren Benton,spotify:artist:5YI7PJwny5JsO7djczHwhP
Jason Derulo,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
Jason Walker,spotify:artist:3XBxSfCwYIMBzWmJL7ZJ4U
Javier Dunn,spotify:artist:08gjsZlaBkyf5Zd988UFwR
Jay Cosmic,spotify:artist:0p7L2MImTqtWEAlMN9qHYx
Jazz Cartier,spotify:artist:0sc5zYshOdiFD4ayqMrJbJ
Jennifer Hudson,spotify:artist:35GL8Cu2GKTcHzKGi75xl5
Jess Glynne,spotify:artist:4ScCswdRlyA23odg9thgIO
Jessie James Decker,spotify:artist:0GzIauSfKRc5BlNXpTWAGz
Jessie Reyez,spotify:artist:3KedxarmBCyFBevnqQHy3P
Jillian Jacqueline,spotify:artist:5GDZ6xhBwk7Yja97CFLmV7
J-Kwon,spotify:artist:1Zz5UxfKSSqc6hpa3xJPCw
Joanna Riding,spotify:artist:5W9v4j2SqXZOKvTIVJ8cNT
Jocelyn Alice,spotify:artist:7iymigONRODGl6XJIprcuF
Joe Public,spotify:artist:3RnBzCfr8bQeLQQMGF6IeE
John Conlee,spotify:artist:4Wfq6fHhifS8MmQOcJ18TP
John Lennon,spotify:artist:4x1nvY2FN8jxqAFA0DA02H
John Michael Montgomery,spotify:artist:7mPcfx7PhnBh6n4HMCd61A
John Splithoff,spotify:artist:7A2x4Urpc4VKF1pb7qnNqD
John Williams,spotify:artist:3dRfiJ2650SZu6GbydcHNb
Jon Brion,spotify:artist:57YJQe0ayvIaRZJ3PW5nFP
Josh Abbott Band,spotify:artist:2EJ5MRZCzpHSSNNEpTx9Kb
Joshua Hyslop,spotify:artist:1I7oHjCjMrMUz66v67yJJu
JOY.,spotify:artist:2sphpXGg1u97VSzbm5gR2P
Joyner Lucas,spotify:artist:6C1ohJrd5VydigQtaGy5Wa
JT Hodges,spotify:artist:7AKlIvLsIJNq4xv8Nl6o5A
Judy Garland,spotify:artist:0hItVPjwJLVZrFqOyIsxPf
Juhn,spotify:artist:2LmcxBak1alK1bf7d1beTr
Julia Stone,spotify:artist:4gZRt9wlRx1IsxT9glJdrc
Jungle,spotify:artist:59oA5WbbQvomJz2BuRG071
Juvenile,spotify:artist:0rG0AZBscc8S8q1ahIsasI
Kadebostany,spotify:artist:3IVrpJxHeUFoYP4H6bxg57
Kalley Heiligenthal,spotify:artist:1VfUR2Su5Ags5Im3mZGnPo
Kap Slap,spotify:artist:1yRxS3CXYM7s6amlkEmozI
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192
Kat Dahlia,spotify:artist:1peH5tSqnYm8W6Bo3I5egE
Kate Shindle,spotify:artist:4lfNJSATD6VQ1UIctXWeo1
Katie Herzig,spotify:artist:5jbP6txZCMe5l7QLZ1pmJ3
Kenny And The Scots,spotify:artist:48gLPvXooUzznfTU3uEwXB
James Getzoff,spotify:artist:5iN9imkmbKGycRQZZMTNgw
Jamestown Revival,spotify:artist:4w1ZBtHF0HxrGqQdB7i1it
Jamie Lawson,spotify:artist:1jhdZdzOd4TJLAHqQdkUND
Janet Jackson,spotify:artist:4qwGe91Bz9K2T8jXTZ815W
Jason Raize,spotify:artist:7wtyPvLmy8LAf2CO0Xwy4p
Jean Knight,spotify:artist:2Tk0pWxTuQgnE5nsUexrLr
Jefferson Airplane,spotify:artist:2qFr8w5sWUITRlzZ9kZotF
Jenifer Lewis,spotify:artist:6e28WiPlKSu1ukkhHCZEnF
Jennifer Nettles,spotify:artist:2WV4xLQooFalR2cit0XSKp
Jeremy Passion,spotify:artist:5Z8UTQtTYNu5o5FA66LFgv
Jerrod Niemann,spotify:artist:0RKP52f5PNDCRZ9Luq2Sr7
Jesse Corti,spotify:artist:53vhGhGRoi9ARM7kr3jrz5
Jesse L. Martin,spotify:artist:5jpma87NOuRoh5FMf0CW5I
Jim Carmichael,spotify:artist:2PLBxBjzAwnmzQEbGTgtlo
Jim James,spotify:artist:1MhtYlJvUqfd2EgHSQTGK4
Joe Budden,spotify:artist:1SAugjIcuwNPKS4urSB7A6
John Mark McMillan,spotify:artist:0T1KC0OHfbRO0O5bNH2tek
John Waite,spotify:artist:2TPyCsRoh2tjeZLTQ2ojlj
Johnny Nash,spotify:artist:0nAVvgfE9yI4DwvMiYwk8a
Josh Gracin,spotify:artist:1456WwI15Lm9CktCzkLZvm
Josh Groban,spotify:artist:6cXMpsP9x0SH4kFfMyVezF
Jr. Walker & The All Stars,spotify:artist:1rHh0AI30JhKrbzKIFjFNd
JRY,spotify:artist:6r514fXAl2fe5cHF6HKOHW
Julión Álvarez y su Norteño Banda,spotify:artist:1bfl0AU8SqmLkElptOprhC
Junior Senior,spotify:artist:7xNPROyVfkH4mcIxxCxySm
Juventa,spotify:artist:2c8lJBXnL9RqVgp81tm2np
K. Roosevelt,spotify:artist:6NwdT3GPUajFQ9IvBYe0cu
KAASI,spotify:artist:0rCjhB7bSAgpshTquzm1I6
Kabah,spotify:artist:61hAcjvvUS6EXMpeeHwaDi
Kacy Hill,spotify:artist:4dYQmk5ma04mZ1KJ9KkAQK
Kalin and Myles,spotify:artist:2BL5VxhQadpc4v2VlZyKY5
Kaptan,spotify:artist:7yNfjZY3QJpm4cUj1i0fWD
Kari Faux,spotify:artist:4c2ighP1wj8E5dVGJDCOiB
Kat Edmonson,spotify:artist:6WxegST7d2jCYjq7SR8Bds
KB,spotify:artist:77IKXFvO7SpWrq8hflrUXc
KC & The Sunshine Band,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo
KDrew,spotify:artist:1DLsogyGi0pwPtwV78D8uZ
Kelly Clarkson,spotify:artist:3BmGtnKgCSGYIUhmivXKWX
Kenichiro Nishihara,spotify:artist:4en7e0KjSkfa4sfLDhTc3m
Kennedi,spotify:artist:5eWCWtbcFDjLGPisPgqcy8
Kenny Loggins,spotify:artist:3Y3xIwWyq5wnNHPp5gPjOW
Kevin Fowler,spotify:artist:6NKQIkHTjxD5Ovj6znGV1n
Kevin Garrett,spotify:artist:56tbeL5xhBPxby544GuK3E
Kevin Gates,spotify:artist:1gPhS1zisyXr5dHTYZyiMe
Kid Rock,spotify:artist:7dOBabd5O4CvKrg4iriHTM
Kids These Days,spotify:artist:2A2MfAaWoDvGe0jhcZjKaY
Kiesza,spotify:artist:4zxvC7CRGvggq9EWXOpwAo
King Harvest,spotify:artist:5FHwr1FymaS5kutIEK6e2y
Kingsfoil,spotify:artist:22CmNMoTDKsN0VlybdPVTJ
Kita Alexander,spotify:artist:3CGuwWgoCYSO5Z72H5G2Ec
Kitten,spotify:artist:4zHX9zUUtxUw898g1GyihC
Klingande,spotify:artist:1L9i6qZYIGQedgM9QLSyzb
Kris Kristofferson,spotify:artist:0vYQRW5LIDeYQOccTviQNX
KSHMR,spotify:artist:2wX6xSig4Rig5kZU6ePlWe
Lana Del Rey,spotify:artist:00FQb4jTyendYWaN8pK0wa
Late Night Alumni,spotify:artist:6JtFllJR7nhh8fa6oGefSj
Lauren Daigle,spotify:artist:40LHVA5BTQp9RxHOQ9JPYj
Lauren Sanderson,spotify:artist:06vRrrjT3DBRkhBlXoBdYj
Les Gordon,spotify:artist:4UqXejsLj7uwZmzQ9vkmg8
Lighter Shade Of Brown,spotify:artist:7AyywyUcQP99oit737gZK2
Lights,spotify:artist:5pdyjBIaY5o1yOyexGIUc6
James Brown & The Famous Flames,spotify:artist:32r72WOqqRO1DtSznId7Lr
James Monroe Iglehart,spotify:artist:1RHbG28m5gaCOeIgaxEgLb
James Vincent McMorrow,spotify:artist:7FDlvgcodNfC0IBdWevl4u
Janelle Monáe,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs
Jason French,spotify:artist:2T5vGJaxQIczaOZSUrvM1A
Jayme Dee,spotify:artist:53w2XJb5gOntC0zBRCDmYd
Jeff Bernat,spotify:artist:2vVT4qoxWje0gVD2FiWZ4u
